id,serviceId,attrs,ruleKind,unit,setup,fixed,originalRowId,isActive,createdAt,updatedAt
240,191,"{""Size"":""A1"",""Paper"":""190gsm Gloss""}","perUnit",0,0,0,"row_240",true,"2025-09-23T00:15:53.351Z","2025-09-23T00:15:53.351Z"
241,191,"{""Size"":""A2"",""Paper"":""190gsm Gloss""}","perUnit",0,0,0,"row_241",true,"2025-09-23T00:15:53.358Z","2025-09-23T00:15:53.358Z"
242,191,"{""Size"":""A3"",""Paper"":""190gsm Gloss""}","perUnit",0,0,0,"row_242",true,"2025-09-23T00:15:53.367Z","2025-09-23T00:15:53.367Z"
243,191,"{""Size"":""A0"",""Paper"":""170gsm Gloss""}","fixed",0,0,0,"row_243",true,"2025-09-23T00:15:53.372Z","2025-09-23T00:15:53.372Z"
244,191,"{""Size"":""A1"",""Paper"":""170gsm Gloss""}","fixed",0,0,0,"row_244",true,"2025-09-23T00:15:53.377Z","2025-09-23T00:15:53.377Z"
245,191,"{""Size"":""A2"",""Paper"":""170gsm Gloss""}","fixed",0,0,0,"row_245",true,"2025-09-23T00:15:53.382Z","2025-09-23T00:15:53.382Z"
246,191,"{""Size"":""A3"",""Paper"":""170gsm Gloss""}","fixed",0,0,0,"row_246",true,"2025-09-23T00:15:53.387Z","2025-09-23T00:15:53.387Z"
247,191,"{""Size"":""A0"",""Paper"":""90gsm Paper""}","fixed",0,0,0,"row_247",true,"2025-09-23T00:15:53.392Z","2025-09-23T00:15:53.392Z"
248,191,"{""Size"":""A1"",""Paper"":""90gsm Paper""}","fixed",0,0,0,"row_248",true,"2025-09-23T00:15:53.398Z","2025-09-23T00:15:53.398Z"
249,191,"{""Size"":""A2"",""Paper"":""90gsm Paper""}","fixed",0,0,0,"row_249",true,"2025-09-23T00:15:53.404Z","2025-09-23T00:15:53.404Z"
250,191,"{""Size"":""A3"",""Paper"":""90gsm Paper""}","fixed",0,0,0,"row_250",true,"2025-09-23T00:15:53.409Z","2025-09-23T00:15:53.409Z"
251,194,"{""Size"":""A4"",""Pages"":""4pp"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_251",true,"2025-09-23T00:33:35.758Z","2025-09-23T00:33:35.758Z"
252,194,"{""Size"":""A4"",""Pages"":""4pp"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_252",true,"2025-09-23T00:33:35.767Z","2025-09-23T00:33:35.767Z"
253,194,"{""Size"":""A4"",""Pages"":""4pp"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_253",true,"2025-09-23T00:33:35.775Z","2025-09-23T00:33:35.775Z"
254,194,"{""Size"":""A4"",""Pages"":""4pp"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_254",true,"2025-09-23T00:33:35.780Z","2025-09-23T00:33:35.780Z"
255,194,"{""Size"":""A4"",""Pages"":""8pp"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_255",true,"2025-09-23T00:33:35.784Z","2025-09-23T00:33:35.784Z"
256,194,"{""Size"":""A4"",""Pages"":""8pp"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_256",true,"2025-09-23T00:33:35.789Z","2025-09-23T00:33:35.789Z"
257,194,"{""Size"":""A4"",""Pages"":""8pp"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_257",true,"2025-09-23T00:33:35.793Z","2025-09-23T00:33:35.793Z"
258,194,"{""Size"":""A4"",""Pages"":""8pp"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_258",true,"2025-09-23T00:33:35.797Z","2025-09-23T00:33:35.797Z"
259,194,"{""Size"":""A4"",""Pages"":""12pp"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_259",true,"2025-09-23T00:33:35.801Z","2025-09-23T00:33:35.801Z"
260,194,"{""Size"":""A4"",""Pages"":""12pp"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_260",true,"2025-09-23T00:33:35.805Z","2025-09-23T00:33:35.805Z"
261,194,"{""Size"":""A4"",""Pages"":""12pp"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_261",true,"2025-09-23T00:33:35.810Z","2025-09-23T00:33:35.810Z"
262,194,"{""Size"":""A4"",""Pages"":""12pp"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_262",true,"2025-09-23T00:33:35.814Z","2025-09-23T00:33:35.814Z"
263,194,"{""Size"":""A5"",""Pages"":""4pp"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_263",true,"2025-09-23T00:33:35.818Z","2025-09-23T00:33:35.818Z"
264,194,"{""Size"":""A5"",""Pages"":""4pp"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_264",true,"2025-09-23T00:33:35.822Z","2025-09-23T00:33:35.822Z"
265,194,"{""Size"":""A5"",""Pages"":""4pp"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_265",true,"2025-09-23T00:33:35.826Z","2025-09-23T00:33:35.826Z"
266,194,"{""Size"":""A5"",""Pages"":""4pp"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_266",true,"2025-09-23T00:33:35.830Z","2025-09-23T00:33:35.830Z"
267,194,"{""Size"":""A5"",""Pages"":""8pp"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_267",true,"2025-09-23T00:33:35.835Z","2025-09-23T00:33:35.835Z"
268,194,"{""Size"":""A5"",""Pages"":""8pp"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_268",true,"2025-09-23T00:33:35.839Z","2025-09-23T00:33:35.839Z"
269,194,"{""Size"":""A5"",""Pages"":""8pp"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_269",true,"2025-09-23T00:33:35.844Z","2025-09-23T00:33:35.844Z"
270,194,"{""Size"":""A5"",""Pages"":""8pp"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_270",true,"2025-09-23T00:33:35.848Z","2025-09-23T00:33:35.848Z"
271,194,"{""Size"":""A5"",""Pages"":""12pp"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_271",true,"2025-09-23T00:33:35.852Z","2025-09-23T00:33:35.852Z"
272,194,"{""Size"":""A5"",""Pages"":""12pp"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_272",true,"2025-09-23T00:33:35.856Z","2025-09-23T00:33:35.856Z"
273,194,"{""Size"":""A5"",""Pages"":""12pp"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_273",true,"2025-09-23T00:33:35.860Z","2025-09-23T00:33:35.860Z"
274,194,"{""Size"":""A5"",""Pages"":""12pp"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_274",true,"2025-09-23T00:33:35.865Z","2025-09-23T00:33:35.865Z"
275,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_275",true,"2025-09-23T00:33:35.871Z","2025-09-23T00:33:35.871Z"
276,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_276",true,"2025-09-23T00:33:35.876Z","2025-09-23T00:33:35.876Z"
277,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_277",true,"2025-09-23T00:33:35.880Z","2025-09-23T00:33:35.880Z"
278,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_278",true,"2025-09-23T00:33:35.884Z","2025-09-23T00:33:35.884Z"
279,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_279",true,"2025-09-23T00:33:35.888Z","2025-09-23T00:33:35.888Z"
280,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_280",true,"2025-09-23T00:33:35.892Z","2025-09-23T00:33:35.892Z"
281,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_281",true,"2025-09-23T00:33:35.897Z","2025-09-23T00:33:35.897Z"
282,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_282",true,"2025-09-23T00:33:35.901Z","2025-09-23T00:33:35.901Z"
283,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_283",true,"2025-09-23T00:33:35.905Z","2025-09-23T00:33:35.905Z"
284,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_284",true,"2025-09-23T00:33:35.909Z","2025-09-23T00:33:35.909Z"
285,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_285",true,"2025-09-23T00:33:35.913Z","2025-09-23T00:33:35.913Z"
286,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_286",true,"2025-09-23T00:33:35.917Z","2025-09-23T00:33:35.917Z"
287,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_287",true,"2025-09-23T00:33:35.921Z","2025-09-23T00:33:35.921Z"
288,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_288",true,"2025-09-23T00:33:35.926Z","2025-09-23T00:33:35.926Z"
289,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_289",true,"2025-09-23T00:33:35.929Z","2025-09-23T00:33:35.929Z"
290,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_290",true,"2025-09-23T00:33:35.934Z","2025-09-23T00:33:35.934Z"
291,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_291",true,"2025-09-23T00:33:35.938Z","2025-09-23T00:33:35.938Z"
292,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_292",true,"2025-09-23T00:33:35.942Z","2025-09-23T00:33:35.942Z"
293,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_293",true,"2025-09-23T00:33:35.947Z","2025-09-23T00:33:35.947Z"
294,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""Color"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_294",true,"2025-09-23T00:33:35.951Z","2025-09-23T00:33:35.951Z"
295,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_295",true,"2025-09-23T00:33:35.956Z","2025-09-23T00:33:35.956Z"
296,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_296",true,"2025-09-23T00:33:35.961Z","2025-09-23T00:33:35.961Z"
297,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_297",true,"2025-09-23T00:33:35.966Z","2025-09-23T00:33:35.966Z"
298,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""Color"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_298",true,"2025-09-23T00:33:35.971Z","2025-09-23T00:33:35.971Z"
299,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_299",true,"2025-09-23T00:33:35.975Z","2025-09-23T00:33:35.975Z"
300,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_300",true,"2025-09-23T00:33:35.980Z","2025-09-23T00:33:35.980Z"
301,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_301",true,"2025-09-23T00:33:35.984Z","2025-09-23T00:33:35.984Z"
302,195,"{""Size"":""A5"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_302",true,"2025-09-23T00:33:35.988Z","2025-09-23T00:33:35.988Z"
303,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_303",true,"2025-09-23T00:33:35.993Z","2025-09-23T00:33:35.993Z"
304,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_304",true,"2025-09-23T00:33:35.997Z","2025-09-23T00:33:35.997Z"
305,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_305",true,"2025-09-23T00:33:36.001Z","2025-09-23T00:33:36.001Z"
306,195,"{""Size"":""A5"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_306",true,"2025-09-23T00:33:36.006Z","2025-09-23T00:33:36.006Z"
307,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_307",true,"2025-09-23T00:33:36.010Z","2025-09-23T00:33:36.010Z"
308,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_308",true,"2025-09-23T00:33:36.014Z","2025-09-23T00:33:36.014Z"
309,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_309",true,"2025-09-23T00:33:36.018Z","2025-09-23T00:33:36.018Z"
